Date : 2025-08-27 21:20:44
Directory : /Users/hawkpdx/Development/code/project-dev-resume
Total : 1833 files,  432950 codes, 174622 comments, 83662 blanks, all 691234 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/greenlet_slp_switch.hpp                          | C++              |         48 |         35 |         17 |        100 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/greenlet_thread_support.hpp                      | C++              |         17 |          8 |          7 |         32 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/__init__.py                             | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/setup_switch_x64_masm.cmd               | Batch            |          2 |          0 |          1 |          3 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_aarch64_gcc.h                    | C++              |         32 |         87 |          6 |        125 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_alpha_unix.h                     | C++              |         26 |          0 |          5 |         31 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_amd64_unix.h                     | C++              |         38 |         41 |          9 |         88 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_arm32_gcc.h                      | C++              |         53 |         22 |          5 |         80 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_arm32_ios.h                      | C++              |         42 |         20 |          6 |         68 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_arm64_msvc.h                     | C++              |          5 |          9 |          3 |         17 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_csky_gcc.h                       | C++              |         41 |          0 |          8 |         49 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_loongarch64_linux.h              | C++              |         27 |          0 |          5 |         32 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_m68k_gcc.h                       | C++              |         26 |          7 |          6 |         39 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_mips_unix.h                      | C++              |         39 |         18 |          8 |         65 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc64_aix.h                      | C++              |         47 |         49 |          8 |        104 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc64_linux.h                    | C++              |         51 |         47 |          8 |        106 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc_aix.h                        | C++              |         29 |         51 |          8 |         88 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc_linux.h                      | C++              |         30 |         47 |          8 |         85 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc_macosx.h                     | C++              |         31 |         43 |          9 |         83 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_ppc_unix.h                       | C++              |         30 |         45 |          8 |         83 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_riscv_unix.h                     | C++              |         32 |          0 |          5 |         37 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_s390_unix.h                      | C++              |         41 |         38 |          9 |         88 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_sh_gcc.h                         | C++              |         29 |          3 |          5 |         37 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_sparc_sun_gcc.h                  | C++              |         28 |         47 |         18 |         93 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_x32_unix.h                       | C++              |         38 |         16 |         10 |         64 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_x64_msvc.h                       | C++              |          8 |         46 |          6 |         60 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_x86_msvc.h                       | C++              |        147 |        144 |         36 |        327 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/platform/switch_x86_unix.h                       | C++              |         57 |         40 |          9 |        106 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/slp_platformselect.h                             | C++              |         70 |          3 |          3 |         76 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/__init__.py                                | Python           |        135 |         78 |         28 |        241 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/_test_extension.c                          | C                |        198 |          3 |         31 |        232 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/_test_extension_cpp.cpp                    | C++              |        172 |         25 |         30 |        227 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_clearing_run_switches.py              | Python           |         22 |         14 |         12 |         48 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_cpp_exception.py                      | Python           |         24 |          6 |          4 |         34 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_initialstub_already_started.py        | Python           |         47 |         14 |         18 |         79 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_slp_switch.py                         | Python           |         16 |          7 |          7 |         30 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_switch_three_greenlets.py             | Python           |         26 |         10 |          9 |         45 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_switch_three_greenlets2.py            | Python           |         40 |          5 |         11 |         56 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/fail_switch_two_greenlets.py               | Python           |         27 |          6 |          9 |         42 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/leakcheck.py                               | Python           |        155 |        114 |         51 |        320 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_contextvars.py                        | Python           |        223 |         31 |         57 |        311 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_cpp.py                                | Python           |         52 |          9 |         13 |         74 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_extension_interface.py                | Python           |         91 |          5 |         20 |        116 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_gc.py                                 | Python           |         58 |         18 |         11 |         87 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_generator.py                          | Python           |         42 |          1 |         17 |         60 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_generator_nested.py                   | Python           |        122 |          5 |         42 |        169 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_greenlet.py                           | Python           |        922 |        196 |        207 |      1,325 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_greenlet_trash.py                     | Python           |         73 |         83 |         32 |        188 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_leaks.py                              | Python           |        265 |        115 |         64 |        444 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_stack_saved.py                        | Python           |         14 |          0 |          6 |         20 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_throw.py                              | Python           |        109 |          0 |         20 |        129 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_tracing.py                            | Python           |        208 |         28 |         56 |        292 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_version.py                            | Python           |         30 |          3 |          9 |         42 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/greenlet/tests/test_weakref.py                            | Python           |         30 |          0 |          6 |         36 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/__init__.py                                      | Python           |          4 |          4 |          2 |         10 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/__main__.py                                      | Python           |          2 |          4 |          2 |          8 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/app/__init__.py                                  | Python           |          0 |          4 |          1 |          5 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/app/base.py                                      | Python           |        157 |         36 |         44 |        237 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/app/pasterapp.py                                 | Python           |         44 |         14 |         18 |         76 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/app/wsgiapp.py                                   | Python           |         43 |          8 |         21 |         72 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/arbiter.py                                       | Python           |        442 |        129 |        102 |        673 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/config.py                                        | Python           |      1,906 |         22 |        331 |      2,259 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/debug.py                                         | Python           |         46 |         11 |         13 |         70 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/errors.py                                        | Python           |          8 |         13 |          9 |         30 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/glogging.py                                      | Python           |        367 |         36 |         72 |        475 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/__init__.py                                 | Python           |          3 |          4 |          3 |         10 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/body.py                                     | Python           |        212 |          5 |         46 |        263 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/errors.py                                   | Python           |         70 |          9 |         42 |        121 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/message.py                                  | Python           |        265 |         31 |         65 |        361 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/parser.py                                   | Python           |         30 |          8 |         15 |         53 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/unreader.py                                 | Python           |         56 |          6 |         18 |         80 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/http/wsgi.py                                     | Python           |        281 |         43 |         70 |        394 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/instrument/__init__.py                           | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/instrument/statsd.py                             | Python           |         88 |         20 |         26 |        134 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/pidfile.py                                       | Python           |         60 |         13 |         14 |         87 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/reloader.py                                      | Python           |         96 |          5 |         32 |        133 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/sock.py                                          | Python           |        163 |         17 |         53 |        233 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/systemd.py                                       | Python           |         28 |         38 |         11 |         77 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/util.py                                          | Python           |        418 |        107 |        130 |        655 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/__init__.py                              | Python           |          9 |          5 |          2 |         16 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/base.py                                  | Python           |        190 |         40 |         46 |        276 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/base_async.py                            | Python           |        124 |         12 |         13 |        149 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/geventlet.py                             | Python           |        127 |         33 |         28 |        188 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/ggevent.py                               | Python           |        136 |         15 |         40 |        191 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/gthread.py                               | Python           |        263 |         53 |         58 |        374 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/gtornado.py                              | Python           |        117 |         21 |         30 |        168 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/sync.py                                  | Python           |        161 |         24 |         26 |        211 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/gunicorn/workers/workertmp.py                             | Python           |         33 |          9 |         14 |         56 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/__init__.py                            | Python           |        486 |        482 |        165 |      1,133 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_adapters.py                           | Python           |         54 |         17 |         13 |         84 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_collections.py                        | Python           |         10 |         14 |          7 |         31 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_compat.py                             | Python           |         21 |         23 |         13 |         57 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_functools.py                          | Python           |         17 |         78 |         10 |        105 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_itertools.py                          | Python           |         67 |         87 |         18 |        172 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_meta.py                               | Python           |         45 |         10 |         21 |         76 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/_text.py                               | Python           |         26 |         60 |         14 |        100 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/compat/__init__.py                     | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/compat/py311.py                        | Python           |          9 |          7 |          7 |         23 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/compat/py39.py                         | Python           |         17 |         11 |          9 |         37 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_metadata/diagnose.py                            | Python           |         14 |          0 |          8 |         22 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/__init__.py                           | Python           |         30 |          8 |          6 |         44 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/_adapters.py                          | Python           |         95 |         29 |         45 |        169 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/_common.py                            | Python           |        114 |         57 |         41 |        212 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/_functional.py                        | Python           |         40 |         19 |         23 |         82 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/_itertools.py                         | Python           |         14 |         22 |          3 |         39 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/abc.py                                | Python           |         72 |         70 |         30 |        172 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/compat/__init__.py                    | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/compat/py38.py                        | Python           |          7 |          1 |          4 |         12 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/compat/py39.py                        | Python           |          6 |          0 |          5 |         11 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/future/__init__.py                    | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/future/adapters.py                    | Python           |         53 |         26 |         17 |         96 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/readers.py                            | Python           |        102 |         68 |         34 |        204 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/simple.py                             | Python           |         49 |         31 |         27 |        107 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/__init__.py                     | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/_path.py                        | Python           |         35 |         32 |         28 |         95 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/compat/__init__.py              | Python           |          0 |          0 |          1 |          1 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/compat/py312.py                 | Python           |         10 |          3 |          6 |         19 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/compat/py39.py                  | Python           |          8 |          3 |          3 |         14 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_compatibilty_files.py      | Python           |         79 |          0 |         26 |        105 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_contents.py                | Python           |         26 |          1 |         12 |         39 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_custom.py                  | Python           |         29 |          6 |         13 |         48 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_files.py                   | Python           |         77 |         83 |         35 |        195 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_functional.py              | Python           |        213 |         15 |         28 |        256 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_open.py                    | Python           |         59 |          3 |         23 |         85 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_path.py                    | Python           |         37 |         12 |         14 |         63 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_read.py                    | Python           |         67 |          3 |         24 |         94 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_reader.py                  | Python           |        112 |          0 |         26 |        138 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/test_resource.py                | Python           |        167 |         20 |         51 |        238 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/util.py                         | Python           |        134 |         31 |         42 |        207 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/importlib_resources/tests/zip.py                          | Python           |         14 |          6 |          7 |         27 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/iniconfig/__init__.py                                     | Python           |        176 |          4 |         37 |        217 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/iniconfig/_parse.py                                       | Python           |         63 |          7 |         13 |         83 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/iniconfig/_version.py                                     | Python           |         14 |          2 |          6 |         22 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/iniconfig/exceptions.py                                   | Python           |         15 |          0 |          6 |         21 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/__init__.py                                  | Python           |         32 |          0 |          7 |         39 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/_json.py                                     | Python           |         12 |          1 |          6 |         19 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/encoding.py                                  | Python           |         30 |          7 |         18 |         55 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/exc.py                                       | Python           |         38 |         44 |         25 |        107 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/serializer.py                                | Python           |        226 |        128 |         53 |        407 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/signer.py                                    | Python           |        124 |         92 |         51 |        267 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/timed.py                                     | Python           |        136 |         56 |         37 |        229 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/itsdangerous/url_safe.py                                  | Python           |         52 |         12 |         20 |         84 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/__init__.py                                        | Python           |         32 |          4 |          3 |         39 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/_identifier.py                                     | Python           |          4 |          1 |          2 |          7 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/async_utils.py                                     | Python           |         63 |          5 |         32 |        100 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/bccache.py                                         | Python           |        211 |        145 |         53 |        409 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/compiler.py                                        | Python           |      1,445 |        258 |        296 |      1,999 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/constants.py                                       | Python           |         19 |          1 |          1 |         21 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/debug.py                                           | Python           |        111 |         49 |         32 |        192 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/defaults.py                                        | Python           |         39 |          3 |          7 |         49 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/environment.py                                     | Python           |        858 |        631 |        184 |      1,673 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/exceptions.py                                      | Python           |         82 |         44 |         41 |        167 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/ext.py                                             | Python           |        558 |        180 |        133 |        871 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/filters.py                                         | Python           |        882 |        706 |        286 |      1,874 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/idtracking.py                                      | Python           |        229 |         16 |         74 |        319 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/lexer.py                                           | Python           |        494 |        267 |        108 |        869 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/loaders.py                                         | Python           |        378 |        214 |        102 |        694 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/meta.py                                            | Python           |         47 |         48 |         18 |        113 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/nativetypes.py                                     | Python           |         81 |         21 |         29 |        131 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/nodes.py                                           | Python           |        628 |        275 |        304 |      1,207 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/optimizer.py                                       | Python           |         25 |         13 |         11 |         49 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/parser.py                                          | Python           |        852 |         91 |        107 |      1,050 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/runtime.py                                         | Python           |        617 |        262 |        184 |      1,063 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/sandbox.py                                         | Python           |        246 |        132 |         59 |        437 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/tests.py                                           | Python           |        106 |         97 |         54 |        257 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/utils.py                                           | Python           |        362 |        309 |         96 |        767 |
| /Users/hawkpdx/Development/code/project-dev-resume/backend/venv/lib/python3.8/site-packages/jinja2/visitor.py                                         | Python           |         44 |         31 |         18 |         93 |
